tipo,nombre_base,variantes,apariciones,problema,categoria,fuente
persona,Hananiás,Hananiás,0,,Destierro en Babilonia,personajes_biblicos.csv
persona,Hilcías,Hilcías,0,,,hechos_biblicos.csv
persona,Jabal,Jabal,0,,,hechos_biblicos.csv
persona,Jafet,Jafet,0,,,hechos_biblicos.csv
persona,Jared,Jared,0,,,hechos_biblicos.csv
persona,Jefté y su hija,Jefté y su hija,0,,Época de los jueces,personajes_biblicos.csv
persona,Jehoacaz,Jehoacaz,0,,Reyes de Judá,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jehoacaz (Israel),Jehoacaz (Israel),0,,Reyes de Israel,personajes_biblicos.csv
persona,Jehoacaz y Jehoás,Jehoacaz y Jehoás,0,,,hechos_biblicos.csv
persona,Jehoiaquim,Jehoiaquim,0,,Reyes de Judá,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jehoram (Israel),Jehoram (Israel),0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jehoram (Judá),Jehoram (Judá),0,,Reyes de Judá,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jehoás (Israel),Jehoás (Israel),0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jehoás (Judá),Jehoás (Judá),0,,Reyes de Judá,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jeroboán I,Jeroboán I,0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jeroboán II,Jeroboán II,0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Jesucristo (profecía),Jesucristo (profecía),0,,,hechos_biblicos.csv
persona,Jokébed y Míriam,Jokébed y Míriam,0,,Después del Diluvio,personajes_biblicos.csv
persona,Juan el apóstol,Juan el apóstol,0,,Siglo primero,personajes_biblicos.csv
persona,Jubal,Jubal,0,,,hechos_biblicos.csv
persona,la mujer samaritana,la mujer samaritana,0,,,hechos_biblicos.csv
persona,la sunamita,la sunamita,0,,,hechos_biblicos.csv
persona,las tribus,las tribus,0,,,hechos_biblicos.csv
persona,los doce apóstoles,los doce apóstoles,0,,,hechos_biblicos.csv
persona,los espías,los espías,0,,,hechos_biblicos.csv
persona,los setenta,los setenta,0,,,hechos_biblicos.csv
persona,Mahalaleel,Mahalaleel,0,,,hechos_biblicos.csv
persona,Menahem,Menahem,0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Mesac,Mesac,0,,,hechos_biblicos.csv
persona,Misael y Azariás,Misael y Azariás,0,,Destierro en Babilonia,personajes_biblicos.csv
persona,Nabot,Nabot,0,,,hechos_biblicos.csv
persona,Nadab,Nadab,0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Ocozías (Israel),Ocozías (Israel),0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Ocozías (Judá),Ocozías (Judá),0,,Reyes de Judá,hechos_biblicos.csv; personajes_biblicos.csv
persona,Omrí (solo),Omrí (solo),0,,,hechos_biblicos.csv
persona,Omrí y Tibní,Omrí y Tibní,0,,,hechos_biblicos.csv
persona,otras mujeres,otras mujeres,0,,,hechos_biblicos.csv
persona,otros 10 espías,otros 10 espías,0,,,hechos_biblicos.csv
persona,Pecahías,Pecahías,0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,profetas de Baal,profetas de Baal,0,,,hechos_biblicos.csv
persona,Pua,Pua,0,,Después del Diluvio,personajes_biblicos.csv
persona,Pécah,Pécah,0,,Reyes de Israel,hechos_biblicos.csv; personajes_biblicos.csv
persona,Péleg,Péleg,0,,,hechos_biblicos.csv
persona,Roboam,Roboam,0,,,hechos_biblicos.csv
persona,Sadrac,Sadrac,0,,,hechos_biblicos.csv
persona,Safira,Safira,0,,,hechos_biblicos.csv
persona,Saraí,Saraí,0,,,hechos_biblicos.csv
persona,Satán,Satán,0,,,hechos_biblicos.csv
persona,Selah,Selah,0,,,hechos_biblicos.csv
persona,Sifrá,Sifrá,0,,Después del Diluvio,personajes_biblicos.csv
persona,su madre,su madre,0,,,hechos_biblicos.csv
persona,sus esposas,sus esposas,0,,,hechos_biblicos.csv
persona,sus hermanos,sus hermanos,0,,,hechos_biblicos.csv
persona,sus hijas,sus hijas,0,,,hechos_biblicos.csv
persona,sus hijos,sus hijos,0,,,hechos_biblicos.csv
persona,un joven rico,un joven rico,0,,,hechos_biblicos.csv
persona,un padre,un padre,0,,,hechos_biblicos.csv
persona,Uzías (Azarías),Uzías (Azarías),0,,,hechos_biblicos.csv
persona,Zacarías (rey),Zacarías (rey),0,,Reyes de Israel,personajes_biblicos.csv
persona,Éber,Éber,0,,,hechos_biblicos.csv
lugar,Atenas,Atenas,33,,FECHA; LUGAR; MEDIDA; NOMBRE; OTRO; SUCESO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Éfeso,Éfeso,22,,LUGAR; MONEDA; NUMERO; OTRO; SUCESO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,JERUSALÉN,JERUSALÉN | Jerusalen | Jerusalén,17,sin_tilde,FECHA; LUGAR; NUMERO; OTRO; SUCESO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Antioquía,Antioquía,15,,FECHA; LUGAR; MEDIDA; NOMBRE; OTRO; SUCESO,hechos_biblicos.csv; preguntas.personaje
lugar,Cesarea,Cesarea,10,,LUGAR; OTRO; SUCESO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Betania,Betania,9,,LUGAR; MEDIDA; NUMERO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,ISRAEL,ISRAEL | Israel,9,,FECHA; LUGAR; NUMERO; OTRO; SUCESO,hechos_biblicos.csv; preguntas.personaje
lugar,Corinto,Corinto,4,,LUGAR; NOMBRE; OTRO; SUCESO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Filipos,Filipos | FILIPOS,4,,NOMBRE; OTRO; SUCESO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Templo,Templo,4,,FECHA; NUMERO,hechos_biblicos.csv; preguntas.personaje
lugar,Areópago,Areópago,3,,LUGAR; OTRO; SUCESO,lugares_biblicos.csv; preguntas.personaje
lugar,Berea,Berea,3,,NOMBRE; SUCESO,lugares_biblicos.csv; preguntas.personaje
lugar,Jericó,Jericó,3,,LUGAR; NUMERO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,TESALÓNICA,Tesalónica | TESALÓNICA,3,,LUGAR,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,BABILONIA,Babilonia | BABILONIA,2,,FECHA; OTRO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,CAPERNAÚM,Capernaum | Capernaúm | CAPERNAÚM,2,sin_tilde,LUGAR; SUCESO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Emaús,Emaús,2,,MEDIDA,lugares_biblicos.csv; preguntas.personaje
lugar,JUDA,Judá | JUDA,2,sin_tilde,FECHA,hechos_biblicos.csv; preguntas.personaje
lugar,Judea,Judea,2,,FECHA; SUCESO,hechos_biblicos.csv; preguntas.personaje
lugar,Laodicea,Laodicea,2,,OTRO; SUCESO,lugares_biblicos.csv; preguntas.personaje
lugar,Perea,Perea,2,,LUGAR,hechos_biblicos.csv; preguntas.personaje
lugar,Tiatira,Tiatira,2,,NOMBRE; SUCESO,lugares_biblicos.csv; preguntas.personaje
lugar,AMÓN,AMÓN | Amón | Amon,1,sin_tilde,NUMERO; Reyes de Judá,hechos_biblicos.csv; lugares_biblicos.csv; personajes_biblicos.csv; preguntas.personaje
lugar,Antioquía de Siria,Antioquía de Siria,1,,LUGAR,lugares_biblicos.csv; preguntas.personaje
lugar,ASIRIA,ASIRIA | Asiria,1,,FECHA,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Esmirna,Esmirna,1,,OTRO,lugares_biblicos.csv; preguntas.personaje
lugar,Filadelfia,Filadelfia,1,,SUCESO,lugares_biblicos.csv; preguntas.personaje
lugar,NÍNIVE,Nínive | NÍNIVE,1,,LUGAR,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,Pérgamo,Pérgamo,1,,LUGAR,lugares_biblicos.csv; preguntas.personaje
lugar,Roma,Roma,1,,OTRO,hechos_biblicos.csv; lugares_biblicos.csv; preguntas.personaje
lugar,SUNEM,Sunem | SUNEM,1,,LUGAR,hechos_biblicos.csv; preguntas.personaje
lugar,Acor (valle),Acor (valle),0,,,lugares_biblicos.csv
lugar,Ajalón (valle),Ajalón (valle),0,,,lugares_biblicos.csv
lugar,Al este del Edén,Al este del Edén,0,,,hechos_biblicos.csv
lugar,Alejandría,Alejandría,0,,,lugares_biblicos.csv
lugar,Alto de Hermón,Alto de Hermón,0,,,lugares_biblicos.csv
lugar,Antediluviano,Antediluviano,0,,,hechos_biblicos.csv
lugar,Antioquía de Pisidia,Antioquía de Pisidia,0,,,lugares_biblicos.csv
lugar,Antípatris,Antípatris,0,,,lugares_biblicos.csv
lugar,Ararat (montañas),Ararat (montañas),0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Ariél,Ariél,0,,,lugares_biblicos.csv
lugar,Arpad,Arpad,0,,,lugares_biblicos.csv
lugar,Ascalón,Ascalón,0,,,lugares_biblicos.csv
lugar,Asdod,Asdod,0,,,lugares_biblicos.csv
lugar,Babel,Babel,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Beer-seba,Beer-seba,0,,,hechos_biblicos.csv
lugar,Belén,Belén,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Berseba,Berseba,0,,,lugares_biblicos.csv
lugar,Bet-horón,Bet-horón,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Bet-saida,Bet-saida,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Bet-semes,Bet-semes,0,,,lugares_biblicos.csv
lugar,Bet-sán,Bet-sán,0,,,lugares_biblicos.csv
lugar,Betania del otro lado del Jordán,Betania del otro lado del Jordán,0,,,hechos_biblicos.csv
lugar,Betel,Betel,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Betfage,Betfage | Betfagé,0,sin_tilde,,lugares_biblicos.csv
lugar,Betsaida,Betsaida,0,,,hechos_biblicos.csv
lugar,Boquim,Boquim,0,,,lugares_biblicos.csv
lugar,Bosra,Bosra,0,,,lugares_biblicos.csv
lugar,Cades-barnea,Cades-barnea,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Cafarnaúm,Cafarnaúm,0,,,lugares_biblicos.csv
lugar,Caldea,Caldea,0,,,lugares_biblicos.csv
lugar,Camino a Damasco,Camino a Damasco,0,,,hechos_biblicos.csv
lugar,Camino de Gaza,Camino de Gaza,0,,,hechos_biblicos.csv
lugar,Canaán,Canaán,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Canaán de la ciudad de Hazor,Canaán de la ciudad de Hazor,0,,,lugares_biblicos.csv
lugar,Caná,Caná | Cana,0,sin_tilde,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,casa de Caifás,casa de Caifás,0,,,hechos_biblicos.csv
lugar,Caverna de En-guedi,Caverna de En-guedi,0,,,lugares_biblicos.csv
lugar,Cedrón,Cedrón,0,,,hechos_biblicos.csv
lugar,Cedrón (torrente),Cedrón (torrente),0,,,lugares_biblicos.csv
lugar,Cencrea,Cencrea,0,,,lugares_biblicos.csv
lugar,Cerca de Capernaum,Cerca de Capernaum,0,,,hechos_biblicos.csv
lugar,Cerca de Damasco,Cerca de Damasco,0,,,hechos_biblicos.csv
lugar,Cesarea de Filipo,Cesarea de Filipo,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Chipre,Chipre,0,,,lugares_biblicos.csv
lugar,Cnido,Cnido,0,,,lugares_biblicos.csv
lugar,Colosas,Colosas,0,,,hechos_biblicos.csv
lugar,Corsaín,Corsaín,0,,,lugares_biblicos.csv
lugar,Corte de Saúl,Corte de Saúl,0,,,hechos_biblicos.csv
lugar,Creta,Creta,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Cueva de Macpela,Cueva de Macpela,0,,,lugares_biblicos.csv
lugar,Cuevas de Adulán,Cuevas de Adulán,0,,,lugares_biblicos.csv
lugar,Damasco,Damasco,0,,,lugares_biblicos.csv
lugar,Dan (ciudad),Dan (ciudad),0,,,lugares_biblicos.csv
lugar,Decápolis,Decápolis,0,,,hechos_biblicos.csv
lugar,Derbe,Derbe,0,,,lugares_biblicos.csv
lugar,Desconocido,Desconocido,0,,,hechos_biblicos.csv
lugar,Desierto de Judea,Desierto de Judea,0,,,hechos_biblicos.csv
lugar,Desierto de Parán,Desierto de Parán,0,,,lugares_biblicos.csv
lugar,Desierto de Sinaí,Desierto de Sinaí,0,,,hechos_biblicos.csv
lugar,Dotán,Dotán,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Ecbatana,Ecbatana,0,,,lugares_biblicos.csv
lugar,Ecrón,Ecrón,0,,,lugares_biblicos.csv
lugar,Edom,Edom,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Edén,Edén,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Efraín,Efraín,0,,,hechos_biblicos.csv
lugar,Egipto,Egipto,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Elam,Elam,0,,,lugares_biblicos.csv
lugar,En-guedi,En-guedi,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Endor,Endor,0,,,lugares_biblicos.csv
lugar,Enón,Enón,0,,,hechos_biblicos.csv
lugar,Fenicia,Fenicia,0,,,hechos_biblicos.csv
lugar,Foro de Apio,Foro de Apio,0,,,lugares_biblicos.csv
lugar,Gabaón,Gabaón,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Gabaón (estanque),Gabaón (estanque),0,,,lugares_biblicos.csv
lugar,Gadara,Gadara,0,,,hechos_biblicos.csv
lugar,Galaad,Galaad,0,,,hechos_biblicos.csv
lugar,Galacia,Galacia,0,,,hechos_biblicos.csv
lugar,Galilea,Galilea,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Galilea y Samaria,Galilea y Samaria,0,,,hechos_biblicos.csv
lugar,Gares,Gares,0,,,lugares_biblicos.csv
lugar,Gat,Gat,0,,,lugares_biblicos.csv
lugar,Gaza,Gaza,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Getsemaní,Getsemaní,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Gilboa,Gilboa,0,,,lugares_biblicos.csv
lugar,Gilboa (monte),Gilboa (monte),0,,,lugares_biblicos.csv
lugar,Gilgal,Gilgal,0,,,lugares_biblicos.csv
lugar,Gobernador de Damasco,Gobernador de Damasco,0,,,lugares_biblicos.csv
lugar,Gosén,Gosén,0,,,lugares_biblicos.csv
lugar,"Gosén, Egipto","Gosén, Egipto",0,,,hechos_biblicos.csv
lugar,Grecia,Grecia,0,,,hechos_biblicos.csv
lugar,Guibeá,Guibeá,0,,,lugares_biblicos.csv
lugar,Guilgal,Guilgal,0,,,hechos_biblicos.csv
lugar,Gólgota,Gólgota,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Hai,Hai,0,,,lugares_biblicos.csv
lugar,Halah,Halah,0,,,lugares_biblicos.csv
lugar,Hamat,Hamat,0,,,lugares_biblicos.csv
lugar,Harán,Harán,0,,,lugares_biblicos.csv
lugar,Hazor,Hazor,0,,,lugares_biblicos.csv
lugar,Hebrón,Hebrón,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Iconio,Iconio,0,,,lugares_biblicos.csv
lugar,Italia,Italia,0,,,hechos_biblicos.csv
lugar,Jezreel,Jezreel,0,,,hechos_biblicos.csv
lugar,Jezreel (ciudad),Jezreel (ciudad),0,,,lugares_biblicos.csv
lugar,Jope,Jope,0,,,lugares_biblicos.csv
lugar,Jordania (Betabara),Jordania (Betabara),0,,,lugares_biblicos.csv
lugar,Jordán,Jordán,0,,,hechos_biblicos.csv
lugar,Laguardia del valle,Laguardia del valle,0,,,lugares_biblicos.csv
lugar,Lais,Lais,0,,,lugares_biblicos.csv
lugar,Lasea,Lasea,0,,,lugares_biblicos.csv
lugar,Lehi,Lehi,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Lida,Lida,0,,,lugares_biblicos.csv
lugar,Listra,Listra,0,,,lugares_biblicos.csv
lugar,Llanura de Dura,Llanura de Dura,0,,,hechos_biblicos.csv
lugar,Llanuras de Moab,Llanuras de Moab,0,,,hechos_biblicos.csv
lugar,Luz,Luz,0,,,lugares_biblicos.csv
lugar,Madián,Madián,0,,,lugares_biblicos.csv
lugar,Magadán,Magadán,0,,,hechos_biblicos.csv
lugar,Magdala,Magdala,0,,,lugares_biblicos.csv
lugar,Mahanaim,Mahanaim,0,,,hechos_biblicos.csv
lugar,Malta,Malta,0,,,lugares_biblicos.csv
lugar,Manantial de Harod,Manantial de Harod,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Mar de Galilea,Mar de Galilea | mar de Galilea,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Mar Grande (Mediterráneo),Mar Grande (Mediterráneo),0,,,lugares_biblicos.csv
lugar,Mar Mediterráneo,Mar Mediterráneo,0,,,hechos_biblicos.csv
lugar,Mar Muerto,Mar Muerto,0,,,lugares_biblicos.csv
lugar,Mar Rojo,Mar Rojo,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Media,Media,0,,,lugares_biblicos.csv
lugar,Meguido,Meguido,0,,,lugares_biblicos.csv
lugar,Memfis,Memfis,0,,,lugares_biblicos.csv
lugar,Mesopotamia,Mesopotamia,0,,,hechos_biblicos.csv
lugar,Mileto,Mileto,0,,,lugares_biblicos.csv
lugar,Mispá,Mispá,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Moab,Moab,0,,,lugares_biblicos.csv
lugar,Monte Carmelo,Monte Carmelo,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Monte de los Olivos,Monte de los Olivos,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Monte Ebal,Monte Ebal,0,,,lugares_biblicos.csv
lugar,Monte Gerizim,Monte Gerizim,0,,,lugares_biblicos.csv
lugar,Monte Gilboa,Monte Gilboa,0,,,hechos_biblicos.csv
lugar,Monte Moria,Monte Moria,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Monte Nebo (Pisga),Monte Nebo (Pisga),0,,,hechos_biblicos.csv
lugar,Monte Sinaí,Monte Sinaí,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Monte Sinaí (Horeb),Monte Sinaí (Horeb),0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Monte Sión,Monte Sión,0,,,lugares_biblicos.csv
lugar,Monte Tabor,Monte Tabor,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Montes de Ararat,Montes de Ararat,0,,,hechos_biblicos.csv
lugar,Naim,Naim,0,,,lugares_biblicos.csv
lugar,Nazaret,Nazaret,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Néguev,Néguev,0,,,lugares_biblicos.csv
lugar,Ofra,Ofra,0,,,lugares_biblicos.csv
lugar,Pafos,Pafos,0,,,lugares_biblicos.csv
lugar,Palestina,Palestina,0,,,hechos_biblicos.csv
lugar,Panes,Panes,0,,,lugares_biblicos.csv
lugar,Patmos,Patmos,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Persia,Persia,0,,,hechos_biblicos.csv
lugar,Persépolis,Persépolis,0,,,lugares_biblicos.csv
lugar,Petra,Petra,0,,,lugares_biblicos.csv
lugar,Pueerto Buenos,Pueerto Buenos,0,,,lugares_biblicos.csv
lugar,Puteoli,Puteoli,0,,,lugares_biblicos.csv
lugar,Rabá (Rabat-Amón),Rabá (Rabat-Amón),0,,,lugares_biblicos.csv
lugar,Ráma,Ráma,0,,,lugares_biblicos.csv
lugar,Rímat-racal,Rímat-racal,0,,,lugares_biblicos.csv
lugar,Río Jordán,Río Jordán,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Río Nilo,Río Nilo,0,,,lugares_biblicos.csv
lugar,Río Tigris,Río Tigris,0,,,lugares_biblicos.csv
lugar,Río Éufrates,Río Éufrates,0,,,lugares_biblicos.csv
lugar,Ríon de Gozán,Ríon de Gozán,0,,,lugares_biblicos.csv
lugar,Safet,Safet,0,,,lugares_biblicos.csv
lugar,Salamina,Salamina,0,,,lugares_biblicos.csv
lugar,Samaria,Samaria,0,,,hechos_biblicos.csv
lugar,Samaria (ciudad),Samaria (ciudad),0,,,lugares_biblicos.csv
lugar,Samaria (región),Samaria (región),0,,,lugares_biblicos.csv
lugar,Samaria o Galilea,Samaria o Galilea,0,,,hechos_biblicos.csv
lugar,Sardis,Sardis,0,,,lugares_biblicos.csv
lugar,Sarepta,Sarepta,0,,,hechos_biblicos.csv
lugar,Sefar,Sefar,0,,,lugares_biblicos.csv
lugar,Sefelá,Sefelá,0,,,lugares_biblicos.csv
lugar,Sela,Sela | Selá,0,sin_tilde,,lugares_biblicos.csv
lugar,Seleucia,Seleucia,0,,,lugares_biblicos.csv
lugar,Selínuntia,Selínuntia,0,,,lugares_biblicos.csv
lugar,Sicar,Sicar,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Sidón,Sidón,0,,,lugares_biblicos.csv
lugar,Silo,Silo,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Sinar,Sinar,0,,,lugares_biblicos.csv
lugar,Sinaí (península),Sinaí (península),0,,,lugares_biblicos.csv
lugar,Siquem,Siquem,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Siracusa,Siracusa,0,,,lugares_biblicos.csv
lugar,Siria (Aram),Siria (Aram),0,,,lugares_biblicos.csv
lugar,Sodoma y Gomorra,Sodoma y Gomorra,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Susa,Susa,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Tabernas Tres,Tabernas Tres,0,,,lugares_biblicos.csv
lugar,Tarso,Tarso,0,,,lugares_biblicos.csv
lugar,"Tel-abib, Babilonia","Tel-abib, Babilonia",0,,,hechos_biblicos.csv
lugar,Tiberíades,Tiberíades,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Tierra de la Huida (Nod),Tierra de la Huida (Nod),0,,,hechos_biblicos.csv
lugar,Tierra de Uz,Tierra de Uz,0,,,hechos_biblicos.csv
lugar,Timna,Timna,0,,,lugares_biblicos.csv
lugar,Timnat-serah (Efraín),Timnat-serah (Efraín),0,,,hechos_biblicos.csv
lugar,Tiro,Tiro,0,,,lugares_biblicos.csv
lugar,Torrente de Querit,Torrente de Querit,0,,,hechos_biblicos.csv
lugar,Tróade,Tróade,0,,,lugares_biblicos.csv
lugar,tumba,tumba,0,,,hechos_biblicos.csv
lugar,Valle de Acor,Valle de Acor,0,,,hechos_biblicos.csv
lugar,Valle de Cedrón,Valle de Cedrón,0,,,lugares_biblicos.csv
lugar,Valle de Elá,Valle de Elá,0,,,hechos_biblicos.csv; lugares_biblicos.csv
lugar,Valle de Jezreel (Esdrelón),Valle de Jezreel (Esdrelón),0,,,lugares_biblicos.csv
lugar,Zora,Zora,0,,,lugares_biblicos.csv
lugar,Éufrates,Éufrates | Eufrates,0,,,lugares_biblicos.csv
